# Version = 1.0.1, Revision date = 12-Mar-2020
# Temperatures radially out from the centre of an egg, as it's being boiled, at different times.
# This egg had a mass of 60.0g and it took 316.3 seconds to cook.
# Radius(cm)	Initial Temp(K)	Temp(K)[1 mins]	Temp(K)[2 mins]	Temp(K)[3 mins]	Temp(K)[4 mins]	Temp(K)[5 mins]	Temp(K)[6 mins]	Final Temp(K)
0.893313	277.000000	277.053187	279.094065	284.729466	292.298555	300.382329	302.561640
0.916822	277.000000	277.065620	279.314763	285.224910	292.967107	301.121699	303.307144
0.940330	277.000000	277.080742	279.556076	285.748128	293.661921	301.883647	304.074208
0.963838	277.000000	277.099077	279.819544	286.300120	294.383405	302.668212	304.862805
0.987346	277.000000	277.121242	280.106777	286.881879	295.131942	303.475412	305.672887
1.010855	277.000000	277.147952	280.419451	287.494386	295.907884	304.305236	306.504378
1.034363	277.000000	277.180040	280.759304	288.138607	296.711556	305.157651	307.357183
1.057871	277.000000	277.218466	281.128139	288.815490	297.543248	306.032592	308.231177
1.081379	277.000000	277.264337	281.527811	289.525955	298.403214	306.929968	309.126212
1.104888	277.000000	277.318919	281.960227	290.270895	299.291671	307.849657	310.042109
1.128396	277.000000	277.383659	282.427340	291.051167	300.208795	308.791507	310.978663
1.151904	277.000000	277.460197	282.931137	291.867588	301.154719	309.755332	311.935641
1.175412	277.000000	277.550389	283.473638	292.720930	302.129530	310.740915	312.912777
1.198920	277.000000	277.656321	284.056881	293.611913	303.133268	311.748005	313.909778
1.222429	277.000000	277.780328	284.682916	294.541203	304.165924	312.776315	314.926318
1.245937	277.000000	277.925014	285.353792	295.509402	305.227437	313.825523	315.962040
1.269445	277.000000	278.093263	286.071546	296.517046	306.317692	314.895274	317.016556
1.292953	277.000000	278.288256	286.838191	297.564597	307.436517	315.985172	318.089445
1.316462	277.000000	278.513482	287.655703	298.652440	308.583686	317.094789	319.180254
1.339970	277.000000	278.772746	288.526005	299.780877	309.758912	318.223657	320.288499
1.363478	277.000000	279.070176	289.450953	300.950121	310.961848	319.371272	321.413660
1.386986	277.000000	279.410225	290.432323	302.160291	312.192087	320.537092	322.555189
1.410495	277.000000	279.797664	291.471791	303.411410	313.449159	321.720539	323.712504
1.434003	277.000000	280.237575	292.570920	304.703397	314.732532	322.920998	324.884988
1.457511	277.000000	280.735333	293.731144	306.036067	316.041609	324.137816	326.071998
1.481019	277.000000	281.296588	294.953747	307.409122	317.375729	325.370306	327.272856
1.504528	277.000000	281.927231	296.239851	308.822154	318.734170	326.617742	328.486854
1.528036	277.000000	282.633356	297.590399	310.274635	320.116143	327.879366	329.713256
1.551544	277.000000	283.421217	299.006135	311.765922	321.520796	329.154385	330.951294
1.575052	277.000000	284.297172	300.487594	313.295249	322.947216	330.441970	332.200174
1.598561	277.000000	285.267620	302.035085	314.861729	324.394424	331.741263	333.459075
1.622069	277.000000	286.338930	303.648674	316.464351	325.861384	333.051373	334.727147
1.645577	277.000000	287.517365	305.328176	318.101983	327.346998	334.371380	336.003518
1.669085	277.000000	288.789646	307.058238	319.762810	328.842267	335.694236	337.281561
1.692594	277.000000	290.160970	308.838525	321.445911	330.346383	337.019310	338.560684
1.716102	277.000000	291.636200	310.668477	323.150270	331.858493	338.345941	339.840275
1.739610	277.000000	293.219797	312.547305	324.874772	333.377697	339.673448	341.119700
1.763118	277.000000	294.915746	314.473985	326.618210	334.903055	341.001127	342.398309
1.786627	277.000000	296.727488	316.447259	328.379289	336.433583	342.328255	343.675432
1.810135	277.000000	298.657846	318.465631	330.156621	337.968264	343.654088	344.950388
1.833643	277.000000	300.708958	320.527372	331.948739	339.506041	344.977870	346.222477
1.857151	277.000000	302.882214	322.630516	333.754093	341.045829	346.298824	347.490991
1.880660	277.000000	305.178191	324.772871	335.571058	342.586508	347.616165	348.755210
1.904168	277.000000	307.596604	326.952017	337.397936	344.126934	348.929094	350.014403
1.927676	277.000000	310.136260	329.165318	339.232963	345.665939	350.236801	351.267834
1.951184	277.000000	312.795014	331.409927	341.074313	347.202331	351.538472	352.514758
1.974693	277.000000	315.569749	333.682800	342.920105	348.734901	352.833283	353.754430
1.998201	277.000000	318.456354	335.980700	344.768406	350.262425	354.120407	354.986098
2.021709	277.000000	321.449719	338.300218	346.617240	351.783665	355.399016	356.209010
2.045217	277.000000	324.543745	340.637781	348.464592	353.297378	356.668279	357.422416
2.068726	277.000000	327.731360	342.989671	350.308416	354.802310	357.927368	358.625565
2.092234	277.000000	331.004555	345.352037	352.146643	356.297208	359.175456	359.817712
2.115742	277.000000	334.354430	347.720918	353.977182	357.780819	360.411722	360.998115
2.139250	277.000000	337.771252	350.092258	355.797935	359.251893	361.635352	362.166040
2.162759	277.000000	341.244527	352.461927	357.606798	360.709188	362.845538	363.320760
2.186267	277.000000	344.763086	354.825737	359.401670	362.151473	364.041484	364.461558
2.209775	277.000000	348.315172	357.179469	361.180462	363.577530	365.222405	365.587729
2.233283	277.000000	351.888552	359.518888	362.941100	364.986157	366.387529	366.698578
2.256791	277.000000	355.470623	361.839768	364.681537	366.376173	367.536099	367.793426
2.280300	277.000000	359.048530	364.137911	366.399754	367.746419	368.667374	368.871608
2.303808	277.000000	362.609292	366.409166	368.093772	369.095763	369.780633	369.932476
2.327316	277.000000	366.139923	368.649456	369.761657	370.423101	370.875173	370.975398
2.350824	277.000000	369.603397	370.846172	371.396853	371.724327	371.948133	371.997750
